Time, Marker, RPM, Sync status, Lost sync count, Injector duty, MAP Raw, MAP, TPS Raw, TPS, Primary Load, Secondary Load, O2 Raw, O2 Val, Coolant temperature Raw, Coolant temperature, Intake Air Temp. Raw, Intake Air Temp., Battery Voltage Raw, Battery Voltage, ADC Spare Raw 1, ADC Spare Raw 2, Pedal Pos Raw 1, Pedal Pos Raw 2, Throttle Plate Pos Raw 1, Throttle Plate Pos Raw 2, Accelerator Delta, Idle RPM Error, Airflow Est., Fuelfow Est., Water Injection Status, Current Dwell, Ign. Adv. Base Table Output, Ign. Adv. Add. Base Table Output, Ign. Adv. Knock Mod, Ignition CLT Add, Ignition IAT Add, Ign. Adv. Sec. Load Mod, Ign. Adv. Limiter Mod, Ign. Adv. ALS, AC Ctrl Adv Add, Spark Scatter Adv Add, Current Target AFR, Base VE Output, Add. Base VE Output, AE VE Added, Total VE, Base PW, Fuel CLT Mod, Fuel IAT Mod, Fuel Idle Duty Mod, Fuel Sec. Load Mod, Fuel Knock Mod, Fuel Cranking Mod, Fuel ASE Mod, Fuel Limiter Mod, Fuel Lambda Mod, Overrun Mod, Inj. Dead Time, Internal IAT Mod, AC Ctrl Mod, Cranking Fuel Mod, After-Start Fuel Mod, After-Start Decay Time, After-Start Decay Time Left, Priming Pulse, AE Trim Raw, AE RPM Clamp Trim, AE VE Trim, AE Captured Delta, AE CLT Trim, MAP Delta, TPS Delta, Hard Cut RPM Limit, Primary Fan Status, Secondary Fan Status, Table Spark Scatter Adv, Table PWM Idle, Target RPM, Idle Status, Idle PWM Duty, Idle P Comp., Idle I Comp., Idle D Comp., Target RPM Error, Batt V PWM Trim, Knock Acc. Lvl. Raw, Knock CLT Scaling, Knock Acc. Lvl., Knock Lvl. Rel., Knock Reading, Knock Status, Knock Cyl 1 Window Start, Boost Open Loop Duty, Boost Target MAP, Boost Closed Loop Init Duty, Boost Status, Final Boost PWM Duty, Boost P Comp., Boost I Comp., Boost D Comp., Boost Target Error MAP, Boost Target Gear Clamp, Alternator Ctrl. Status, Alternator Ctrl. Duty, Alt. P Comp., Alt. I Comp., Ethanol Content, Fuel Temperature, Flex Fuel - Base Comp., Flex Fuel - Aux Comp., Main - Base VE, Main - Target AFR, Main - Base Ign. Adv, Main - Boost OL Duty, Main - Boost CL Target MAP, Main - Primming Pulse, Main - Cranking Trim, Main - Idle OL Duty, Main - ASE Trim, Aux - Base VE, Aux - Target AFR, Aux - Base Ign. Adv, Aux - Boost OL Duty, Aux - Boost CL Target MAP, Aux - Primming Pulse, Aux - Cranking Trim, Aux - Idle OL Duty, Aux - ASE Trim, WBO2 Curr. AFR, AFR Error, WB LTT Trim, Lambda Status, LTT Status, LTT Conf. Lvl., LTT Store Tmr., DBW Status, DBW Sens. Status, Calc. Pedal Pos., DBW PWM Duty, P Comp., I Comp, D Comp, Target TPPS Err., Target TPPS, Throttle Pos. 1, Throttle Pos. 2, Pedal Pos. 1, Pedal Pos. 2, AC Status, Veh. speed, Current Gear, Calc. Veh. Speed, Overrun Status, VICS Status, Purge Valve Status, Cylinder Trim 1, Cylinder Trim 2, Cylinder Trim 3, Cylinder Trim 4, LC Status, ALS Status, LC/ALS Switch Status, VVT Status, VVT Duty, CAM Curr. Adv., CAM Target Adv., VVT P Comp., VVT I Comp., Sel. Map Boost, Sel. Map Ign., Sel. Map Inj., Table OL Duty 1, Table OL Duty 2, Table CL Target 1, Table CL Target 2, Table Ign Adv. Base 1, Table Ign Adv. Base 2, Table Inj. VE Base 1, Table Inj. VE Base 2, DL Status, DL - Seconds left in log, DL - Switch status, Ignition Adv. Angle (Final), Ignition Dwell, Injection Angle, Injector Pulse Width, Crank IRQs, CAM IRQs, Debug 1, Debug 2, Debug 3, Debug 4, Inj Max Duty Count, Trigger - Filtered IRQs, Btn 1 Raw, Btn 1 Val, Btn 2 Raw, Btn 2 Val, Btn 3 Raw, Btn 3 Val, Dummy
83.48,0,3128.00,2.00,3.00,0.96,2512.00,11.43,5920.00,0.00,11.43,0.00,22308.00,1.70,5188.00,83.00,29918.00,29.00,30368.00,13.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.64,1.49,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,14.90,73.53,0.00,0.00,73.53,0.38,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.17,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,7200.00,0.00,0.00,-1.00,32.20,950.00,6.00,38.00,0.00,0.80,0.00,2178.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,524.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,3.00,20.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.47,2.43,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,2.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,36.62,41.27,43.99,0.01,0.33,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00,360.00,1.55,79827.00,29934.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
83.53,0,3104.00,2.00,3.00,0.96,2511.00,11.40,5903.00,0.00,11.40,0.00,23623.00,1.80,5191.00,83.00,29912.00,29.00,30724.00,13.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.62,1.49,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,14.90,73.95,0.00,0.00,73.95,0.38,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.14,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,7200.00,0.00,0.00,-1.00,32.20,950.00,6.00,38.00,0.00,0.80,0.00,2154.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,524.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,3.00,30.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.77,2.13,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,2.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,36.64,41.49,44.19,0.01,0.33,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00,360.00,1.52,79847.00,29942.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
83.58,0,3104.00,2.00,3.00,0.96,2511.00,11.40,5903.00,0.00,11.40,0.00,23623.00,1.80,5191.00,83.00,29912.00,29.00,30724.00,13.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.62,1.49,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,14.90,73.95,0.00,0.00,73.95,0.38,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.14,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,7200.00,0.00,0.00,-1.00,32.20,950.00,6.00,38.00,0.00,0.80,0.00,2154.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,524.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,3.00,30.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.77,2.13,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,2.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,36.64,41.49,44.19,0.01,0.33,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00,360.00,1.52,79847.00,29942.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
83.62,0,3081.00,2.00,3.00,0.97,2520.00,11.36,5901.00,0.00,11.36,0.00,21975.00,1.68,5202.00,83.00,29956.00,29.00,30751.00,13.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.59,1.48,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,14.90,74.34,0.00,0.00,74.34,0.38,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.14,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,7200.00,0.00,0.00,-1.00,32.21,950.00,6.00,38.00,0.00,0.80,0.00,2131.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,524.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,3.00,20.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.39,2.51,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,2.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,36.69,41.49,44.37,0.01,0.33,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00,360.00,1.52,79867.00,29950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
83.67,0,3081.00,2.00,3.00,0.97,2520.00,11.36,5901.00,0.00,11.36,0.00,21975.00,1.68,5202.00,83.00,29956.00,29.00,30751.00,13.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.59,1.48,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,14.90,74.34,0.00,0.00,74.34,0.38,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.14,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,7200.00,0.00,0.00,-1.00,32.21,950.00,6.00,38.00,0.00,0.80,0.00,2131.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,524.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,3.00,20.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.39,2.51,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,2.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,36.69,41.49,44.37,0.01,0.33,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00,360.00,1.52,79867.00,29950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
83.72,0,3053.00,2.00,3.00,0.94,2446.00,11.28,5901.00,0.00,11.28,0.00,22109.00,1.69,5199.00,83.00,29937.00,29.00,30520.00,13.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,1.47,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,14.90,74.81,0.00,0.00,74.81,0.38,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.16,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,7200.00,0.00,0.00,-1.00,32.20,950.00,6.00,38.00,0.00,0.80,0.00,2103.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,524.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,3.00,20.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.42,2.48,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,2.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,36.75,41.45,44.58,0.01,0.33,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00,360.00,1.54,79887.00,29958.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
83.76,0,3053.00,2.00,3.00,0.94,2446.00,11.28,5901.00,0.00,11.28,0.00,22109.00,1.69,5199.00,83.00,29937.00,29.00,30520.00,13.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,1.47,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,14.90,74.81,0.00,0.00,74.81,0.38,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.16,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,7200.00,0.00,0.00,-1.00,32.20,950.00,6.00,38.00,0.00,0.80,0.00,2103.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,524.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,3.00,20.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.42,2.48,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,2.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,36.75,41.45,44.58,0.01,0.33,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00,360.00,1.54,79887.00,29958.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
83.81,0,3030.00,2.00,3.00,0.96,2456.00,11.25,5895.00,0.00,11.25,0.00,23075.00,1.76,5199.00,83.00,30015.00,29.00,30942.00,14.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.53,1.46,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,14.90,75.20,0.00,0.00,75.20,0.38,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.13,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,7200.00,0.00,0.00,-1.00,32.20,950.00,6.00,38.00,0.00,0.80,0.00,2080.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,524.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,3.00,30.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.65,2.25,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,2.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,36.82,41.36,44.76,0.01,0.33,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00,360.00,1.51,79907.00,29964.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
83.86,0,3030.00,2.00,3.00,0.96,2456.00,11.25,5895.00,0.00,11.25,0.00,23075.00,1.76,5199.00,83.00,30015.00,29.00,30942.00,14.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.53,1.46,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,14.90,75.20,0.00,0.00,75.20,0.38,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.13,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,7200.00,0.00,0.00,-1.00,32.20,950.00,6.00,38.00,0.00,0.80,0.00,2080.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,524.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,3.00,30.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.65,2.25,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,2.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,36.82,41.36,44.76,0.01,0.33,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00,360.00,1.51,79907.00,29964.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
83.91,0,3003.00,2.00,3.00,0.95,2502.00,11.23,5923.00,0.00,11.23,0.00,22013.00,1.68,5211.00,83.00,29923.00,29.00,30755.00,13.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,1.45,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,14.90,75.66,0.00,0.00,75.66,0.38,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.14,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,7200.00,0.00,0.00,-1.00,32.21,950.00,6.00,38.00,0.00,0.80,0.00,2053.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,524.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,3.00,30.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.40,2.50,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,2.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,36.90,41.23,44.97,0.01,0.33,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00,360.00,1.52,79927.00,29972.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
83.95,0,3003.00,2.00,3.00,0.95,2502.00,11.23,5923.00,0.00,11.23,0.00,22013.00,1.68,5211.00,83.00,29923.00,29.00,30755.00,13.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,1.45,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,14.90,75.66,0.00,0.00,75.66,0.38,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.14,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,7200.00,0.00,0.00,-1.00,32.21,950.00,6.00,38.00,0.00,0.80,0.00,2053.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,524.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,3.00,30.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.40,2.50,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,2.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,36.90,41.23,44.97,0.01,0.33,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00,360.00,1.52,79927.00,29972.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
84.00,0,2992.00,2.00,3.00,0.95,2477.00,11.22,5914.00,0.00,11.22,0.00,22394.00,1.71,5218.00,83.00,29887.00,29.00,30530.00,13.84,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,4.49,1.45,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,14.90,75.84,0.00,0.00,75.84,0.38,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.16,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,1.00,-1.00,0.00,7200.00,0.00,0.00,-1.00,32.22,950.00,6.00,38.00,0.00,0.80,0.00,2042.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,524.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,3.00,60.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.49,2.41,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,2.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,36.93,41.21,45.00,0.01,0.33,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00,360.00,1.54,79946.00,29979.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
84.05,0,2992.00,2.00,3.00,0.95,2477.00,11.22,5914.00,0.00,11.22,0.00,22394.00,1.71,5218.00,83.00,29887.00,29.00,30530.00,13.84,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,4.49,1.45,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,14.90,75.84,0.00,0.00,75.84,0.38,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.16,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,1.00,-1.00,0.00,7200.00,0.00,0.00,-1.00,32.22,950.00,6.00,38.00,0.00,0.80,0.00,2042.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,524.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,3.00,60.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.49,2.41,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,2.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,36.93,41.21,45.00,0.01,0.33,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00,360.00,1.54,79946.00,29979.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
84.09,0,2948.00,2.00,3.00,0.93,2448.00,11.18,5903.00,0.00,11.18,0.00,22332.00,1.70,5208.00,83.00,29954.00,29.00,30569.00,13.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.46,1.44,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,14.90,76.60,0.00,0.00,76.60,0.39,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.15,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,7200.00,0.00,0.00,-1.00,32.21,950.00,6.00,38.00,0.00,0.80,0.00,1998.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,524.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,3.00,20.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.48,2.42,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,2.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,36.94,41.30,45.00,0.01,0.33,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00,360.00,1.54,79966.00,29986.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
