Tune Datalog export of DL
Tune file: Race map for Sunday - TPS disabled4.bin
Total Frames: 7976
Duration :00:04:59.547
Frame,Duration,RPM,VSS(kmh),Gear,MAP(mBar),Boost(psi),PA(mBar),TPS(%),TPS Voltage(v),INJ Duration(ms),INJ Duty(%),Fuel Value,IGN Table(degrees),IGN Final(degrees),ECT(C),IAT(C),A/F Ratio,D14(v),BAT Voltage(v),ELD Voltage(v),MAP Voltage(v),MIL
1342,49.939,8187,198,4,214,0,4082,0,0.47,0.23,2.00,71.50,44.00,44.00,93,58,17.30,3.88,13.67,4.55,0.22,OFF
1343,49.97,8187,198,4,214,0,4082,0,0.47,0.23,2.00,71.25,44.00,44.00,93,58,17.25,3.57,13.67,4.55,0.22,OFF
1344,50.005,7878,198,4,214,0,4082,0,0.47,0.23,2.00,71.50,44.00,44.00,93,58,16.87,3.41,13.77,4.55,0.22,OFF
1345,50.038,7780,199,4,214,0,4082,0,0.47,0.23,1.00,71.00,44.00,44.00,93,58,16.32,3.18,13.77,4.57,0.22,OFF
1346,50.067,7716,200,4,214,0,4082,0,0.47,0.22,1.00,70.75,44.00,44.00,93,58,17.30,3.84,13.77,4.57,0.22,OFF
1347,50.099,7591,199,4,198,0,4082,0,0.47,0.20,1.00,63.50,44.00,44.00,93,58,17.30,3.88,13.77,4.57,0.20,OFF
1348,50.13,7470,197,4,198,0,4082,0,0.47,0.20,1.00,63.25,44.00,44.00,93,58,17.30,3.88,13.77,4.57,0.20,OFF
1349,50.161,7411,197,4,198,0,4082,0,0.47,0.20,1.00,63.25,44.00,44.00,93,58,17.30,3.88,13.77,4.55,0.20,OFF
1350,50.211,7239,197,4,198,0,4082,0,0.47,0.20,1.00,63.25,44.00,43.25,95,58,17.30,3.88,13.77,4.57,0.20,OFF
1351,50.248,7129,198,4,198,0,4082,0,0.47,0.20,1.00,63.25,44.00,43.25,95,58,17.30,3.88,13.77,4.55,0.20,OFF
1352,50.275,7022,198,4,181,0,4082,0,0.47,0.18,1.00,57.00,44.00,43.25,95,58,17.30,3.88,13.77,4.57,0.18,OFF
1353,50.305,6944,197,4,181,0,4082,0,0.47,0.18,1.00,57.00,44.00,43.25,95,58,12.36,1.43,13.77,4.55,0.18,OFF
1354,50.341,6843,197,5,181,0,4082,0,0.47,0.18,1.00,56.75,44.00,43.25,95,58,12.36,1.43,13.77,4.55,0.18,OFF
1355,50.387,6793,196,5,181,0,4082,0,0.47,0.18,1.00,56.75,44.00,42.50,95,59,11.46,0.98,13.87,4.57,0.18,OFF
1356,50.422,6533,198,5,181,0,4082,0,0.47,0.18,1.00,56.50,44.00,42.50,95,59,17.30,3.84,13.87,4.57,0.18,OFF
1357,50.465,6355,198,5,181,0,4082,0,0.47,0.18,1.00,56.25,44.00,42.50,95,59,17.30,3.84,13.77,4.57,0.18,OFF
1358,50.499,6188,197,5,181,0,4082,0,0.47,0.18,1.00,56.50,44.00,42.50,95,59,17.30,3.88,13.77,4.57,0.18,OFF
1359,50.53,5990,196,5,181,0,4082,0,0.47,0.17,1.00,53.50,44.00,42.50,95,59,17.30,3.88,13.77,4.57,0.18,OFF
1360,50.561,6167,196,5,165,0,4082,0,0.47,0.18,1.00,56.50,44.00,42.50,95,59,17.30,3.88,13.77,4.57,0.16,OFF
1361,50.61,5751,196,5,165,0,4082,0,0.47,0.17,1.00,53.75,44.00,42.50,95,59,17.30,3.88,13.77,4.55,0.16,OFF
1362,50.642,5896,196,5,165,0,4082,0,0.47,0.17,1.00,53.25,44.00,42.50,95,59,17.30,3.88,13.87,4.55,0.16,OFF
1363,50.691,5664,193,5,165,0,4082,0,0.47,0.17,1.00,53.00,44.00,42.50,95,59,17.30,3.88,13.87,4.57,0.16,OFF
1364,50.759,5341,194,5,165,0,4082,0,0.47,0.17,1.00,52.75,44.00,42.50,95,59,12.04,1.27,13.87,4.55,0.16,OFF
1365,50.804,5387,192,5,181,0,4082,0,0.47,0.17,1.00,52.75,44.00,42.50,95,59,11.09,0.82,13.87,4.55,0.18,OFF
1366,50.852,4986,192,5,181,0,4082,0,0.47,0.17,1.00,52.75,43.75,42.25,95,59,11.42,0.96,13.87,4.57,0.18,OFF
1367,50.884,5040,192,5,181,0,4082,0,0.47,0.18,1.00,55.25,44.00,42.50,95,59,11.58,1.04,13.77,4.55,0.18,OFF
1368,50.931,5208,190,5,181,0,4082,0,0.47,0.18,1.00,55.50,44.00,42.50,95,59,11.62,1.06,13.77,4.57,0.18,OFF
1369,50.979,5026,190,5,181,0,4082,0,0.47,0.18,1.00,55.25,44.00,42.50,95,59,11.90,1.20,13.87,4.55,0.18,OFF
1370,51.011,5053,191,5,181,0,4082,0,0.47,0.18,1.00,55.25,44.00,42.50,95,59,11.78,1.14,13.87,4.55,0.18,OFF
1371,51.041,4947,191,5,181,0,4082,0,0.47,0.18,1.00,55.25,43.75,42.25,95,59,11.46,0.98,13.87,4.55,0.18,OFF
1372,51.074,5000,189,5,181,0,4082,0,0.47,0.18,1.00,55.25,44.00,42.50,95,59,11.62,1.06,13.87,4.55,0.18,OFF
1373,51.11,5000,189,5,181,0,4082,0,0.47,0.18,1.00,55.25,44.00,42.50,95,59,17.30,3.84,13.87,4.55,0.18,OFF
1374,51.153,5013,189,5,181,0,4082,0,0.47,0.17,1.00,54.75,44.00,42.50,95,59,17.30,3.88,13.96,4.55,0.18,OFF
1375,51.201,4960,189,5,181,0,4082,0,0.47,0.19,1.00,59.50,43.75,42.25,95,59,17.30,3.88,13.87,4.55,0.18,OFF
1376,51.251,4908,188,5,181,0,4082,0,0.47,0.20,1.00,62.00,43.50,42.00,95,59,11.24,0.88,13.87,4.57,0.18,OFF
1377,51.298,4882,185,5,181,0,4082,0,0.47,0.20,1.00,64.25,43.50,42.00,95,59,10.82,0.67,13.87,4.55,0.18,OFF
1378,51.334,4795,186,5,181,0,4082,0,0.47,0.23,1.00,73.50,43.00,41.50,95,59,17.30,3.71,13.87,4.55,0.18,OFF
1379,51.378,4947,186,5,181,0,4082,0,0.47,0.18,1.00,57.50,43.00,42.25,95,59,17.30,3.84,13.87,4.55,0.18,OFF
1380,51.413,4844,188,5,181,0,4082,0,0.47,0.22,1.00,69.00,43.25,41.75,95,59,17.30,3.88,13.87,4.55,0.18,OFF
1381,51.457,4746,187,5,181,0,4082,0,0.47,0.25,1.00,78.25,42.75,41.25,95,59,17.30,3.88,13.87,4.57,0.18,OFF
1382,51.492,4895,187,5,181,0,4082,0,0.47,0.20,1.00,62.00,43.50,42.00,95,59,17.30,3.88,13.87,4.57,0.18,OFF
1383,51.525,4687,186,5,181,0,4082,0,0.47,0.21,1.00,66.50,42.75,41.25,95,59,17.30,3.88,13.87,4.55,0.18,OFF
1384,51.553,4711,187,5,181,0,4082,0,0.47,0.25,1.00,78.25,42.75,41.25,95,59,17.30,3.88,13.87,4.57,0.18,OFF
1385,51.585,4518,187,5,198,0,4082,0,0.47,0.28,1.00,89.75,42.00,40.50,95,59,11.62,1.06,13.87,4.55,0.20,OFF
1386,51.634,4618,187,5,198,0,4082,0,0.47,0.29,1.00,91.50,42.75,40.75,95,59,11.42,0.96,13.77,4.55,0.20,OFF
1387,51.665,4584,185,5,181,0,4082,0,0.47,0.29,1.00,91.75,42.25,40.75,95,58,10.64,0.57,13.77,4.55,0.18,OFF
1388,51.696,4573,185,5,198,0,4082,0,0.47,0.29,1.00,91.75,42.25,40.75,95,58,17.30,3.84,13.77,4.55,0.20,OFF
1389,51.745,4518,186,5,198,0,4082,0,0.47,0.30,1.00,93.75,42.00,39.75,96,58,17.30,3.88,13.87,4.55,0.20,OFF
1390,51.779,4507,184,5,198,0,4082,0,0.47,0.30,1.00,93.75,42.00,39.75,96,58,17.30,3.88,13.87,4.57,0.20,OFF
1391,51.824,4464,184,5,198,0,4082,0,0.47,0.31,1.00,96.50,42.00,39.75,96,58,11.70,1.10,13.87,4.55,0.20,OFF
1392,51.857,4507,182,5,198,0,4082,0,0.47,0.31,1.00,96.50,42.00,39.75,96,58,11.24,0.88,13.87,4.57,0.20,OFF
1393,51.89,4528,181,5,198,0,4082,0,0.47,0.31,1.00,96.25,42.00,39.75,96,58,10.79,0.65,13.77,4.55,0.20,OFF
1394,51.92,4464,181,5,198,0,4082,0,0.47,0.31,1.00,96.75,42.00,39.75,96,58,16.82,3.39,13.77,4.55,0.20,OFF
1395,52.01,4562,180,5,198,0,4082,0,0.47,0.30,1.00,93.75,42.00,39.75,96,58,17.30,3.88,13.87,4.55,0.20,OFF
1396,52.102,4675,181,5,198,0,4082,0,0.47,0.27,1.00,84.00,42.50,40.25,96,58,17.30,3.88,13.77,4.57,0.20,OFF
1397,52.164,4870,182,5,181,0,4082,0,0.47,0.23,1.00,71.50,43.25,41.00,96,58,17.30,3.88,13.77,4.57,0.18,OFF
1398,52.195,4795,183,5,181,0,4082,0,0.47,0.23,1.00,73.75,43.00,40.75,96,58,17.30,3.88,13.87,4.57,0.18,OFF
1399,52.225,4857,184,5,181,0,4082,0,0.47,0.21,1.00,66.50,43.25,41.00,96,58,17.30,3.88,13.87,4.55,0.18,OFF
1400,52.274,4986,183,5,181,0,4082,0,0.47,0.18,1.00,57.50,43.75,41.50,96,58,17.30,3.88,13.77,4.55,0.18,OFF
1401,52.319,5040,185,5,181,0,4082,0,0.47,0.22,1.00,69.00,44.00,41.75,96,58,17.30,3.88,13.77,4.55,0.18,OFF
1402,52.367,5040,183,5,181,0,4082,0,0.47,0.18,1.00,55.25,44.00,41.75,96,58,17.30,3.88,13.77,4.57,0.18,OFF
1403,52.404,5122,183,5,181,0,4082,0,0.47,0.18,1.00,55.50,44.00,41.75,96,58,17.30,3.88,13.77,4.55,0.18,OFF
1404,52.437,5222,181,5,181,0,4082,0,0.47,0.17,1.00,52.75,44.00,41.75,96,58,17.30,3.88,13.67,4.55,0.18,OFF
1405,52.465,5208,180,5,165,0,4082,0,0.47,0.18,1.00,55.50,44.00,41.75,96,58,17.30,3.88,13.67,4.57,0.16,OFF
1406,52.499,5208,180,5,165,0,4082,0,0.47,0.17,1.00,53.00,44.00,41.75,96,58,13.63,2.06,13.67,4.57,0.16,OFF
1407,52.545,5387,181,5,165,0,4082,0,0.47,0.17,1.00,53.25,44.00,41.75,96,58,10.79,0.65,13.87,4.55,0.16,OFF
1408,52.577,5419,180,5,165,0,4082,0,0.47,0.17,1.00,52.75,44.00,41.75,96,58,11.28,0.90,13.87,4.55,0.16,OFF
1409,52.61,5563,181,5,165,0,4082,0,0.47,0.17,1.00,52.75,44.00,41.75,96,58,11.24,0.88,13.87,4.55,0.16,OFF
1410,52.644,5681,170,5,165,0,4082,0,0.47,0.17,1.00,53.00,44.00,41.75,96,58,11.24,0.88,13.87,4.55,0.16,OFF
1411,52.675,5733,172,5,165,0,4082,0,0.47,0.17,1.00,52.75,44.00,41.75,96,58,11.24,0.88,13.87,4.55,0.16,OFF
1412,52.722,5751,173,5,165,0,4082,0,0.47,0.17,1.00,53.00,44.00,41.75,96,58,10.82,0.67,13.87,4.55,0.16,OFF
1413,52.754,5841,173,5,165,0,4082,0,0.47,0.17,1.00,53.25,44.00,41.75,96,58,11.58,1.04,13.87,4.55,0.16,OFF
1414,52.8,5933,175,5,165,0,4082,0,0.47,0.17,1.00,53.25,44.00,41.75,96,58,10.79,0.65,13.77,4.55,0.16,OFF
1415,52.833,5841,176,5,165,0,4082,0,0.47,0.17,1.00,53.50,44.00,41.75,96,58,11.54,1.02,13.77,4.57,0.16,OFF
1416,52.88,6048,176,5,165,0,4082,0,0.47,0.17,1.00,53.75,44.00,41.75,96,58,17.30,3.88,13.87,4.55,0.16,OFF
1417,52.914,6107,175,5,165,0,4082,0,0.47,0.17,1.00,53.50,44.00,41.75,96,58,17.30,3.88,13.87,4.55,0.16,OFF
1418,52.961,6229,174,4,165,0,4082,0,0.47,0.17,1.00,53.50,44.00,42.25,96,58,17.30,3.88,13.77,4.55,0.16,OFF
1419,52.992,6334,172,4,165,0,4082,0,0.47,0.17,1.00,53.50,44.00,42.25,96,58,11.58,1.04,13.77,4.57,0.16,OFF
1420,53.026,6510,172,4,165,0,4082,0,0.47,0.17,1.00,53.75,44.00,42.25,96,58,10.76,0.63,13.77,4.55,0.16,OFF
1421,53.061,6625,172,4,165,0,4082,0,0.47,0.17,1.00,53.75,44.00,42.25,96,58,10.76,0.63,13.77,4.57,0.16,OFF
1422,53.089,6602,173,4,165,0,4082,0,0.47,0.17,1.00,52.25,44.00,42.25,96,58,17.30,3.84,13.77,4.57,0.16,OFF
1423,53.136,6868,173,4,181,0,4082,0,0.47,0.18,1.00,56.75,44.00,42.25,96,58,17.30,3.88,13.87,4.55,0.18,OFF
1424,53.167,6918,173,4,181,0,4082,0,0.47,0.18,1.00,56.75,44.00,42.25,96,58,17.30,3.88,13.87,4.55,0.18,OFF
1425,53.215,7239,169,4,181,0,4082,0,0.47,0.18,1.00,57.00,44.00,42.25,96,58,17.30,3.88,13.77,4.55,0.18,OFF
1426,53.247,7324,170,4,181,0,4082,0,0.47,0.18,1.00,57.00,44.00,42.25,96,58,17.30,3.88,13.77,4.55,0.18,OFF
1427,53.281,7324,172,4,181,0,4082,0,0.47,0.18,1.00,57.00,44.00,42.25,96,58,17.30,3.88,13.67,4.55,0.18,OFF
1428,53.314,7352,171,4,181,0,4082,0,0.47,0.18,1.00,57.00,44.00,42.25,96,58,17.30,3.88,13.67,4.57,0.18,OFF
1429,53.345,7295,171,4,181,0,4082,0,0.47,0.18,1.00,57.25,44.00,42.25,96,58,17.30,3.88,13.67,4.57,0.18,OFF
1430,53.392,7239,170,4,181,0,4082,0,0.47,0.18,1.00,57.25,44.00,42.25,96,58,17.30,3.88,13.67,4.55,0.18,OFF
1431,53.423,7267,170,4,181,0,4082,0,0.47,0.18,1.00,57.25,44.00,42.25,96,58,17.30,3.88,13.77,4.55,0.18,OFF
1432,53.458,7211,171,4,181,0,4082,0,0.47,0.18,1.00,57.25,44.00,42.25,96,58,17.30,3.88,13.77,4.55,0.18,OFF
1433,53.493,7156,170,4,181,0,4082,0,0.47,0.18,1.00,57.00,44.00,42.25,96,58,17.30,3.88,13.77,4.55,0.18,OFF
1434,53.522,7156,171,4,181,0,4082,0,0.47,0.18,1.00,57.00,44.00,42.25,96,58,17.30,3.88,13.77,4.55,0.18,OFF
1435,53.568,7211,164,4,181,0,4082,0,0.47,0.18,1.00,57.00,44.00,42.25,96,58,17.30,3.88,13.77,4.55,0.18,OFF
1436,53.602,7183,165,4,181,0,4082,0,0.47,0.18,1.00,57.00,44.00,42.25,96,58,17.30,3.88,13.77,4.55,0.18,OFF
1437,53.649,7156,161,4,181,0,4082,0,0.47,0.18,1.00,57.00,44.00,42.25,96,58,17.30,3.88,13.77,4.57,0.18,OFF
1438,53.679,7156,161,4,181,0,4082,0,0.47,0.18,1.00,57.00,44.00,42.25,96,58,12.90,1.71,13.87,4.55,0.18,OFF
1439,53.713,7129,162,4,181,0,4082,0,0.47,0.18,1.00,57.00,44.00,42.25,96,58,12.90,1.71,13.87,4.57,0.18,OFF
1440,53.745,7048,164,4,181,0,4082,0,0.47,0.18,1.00,56.75,44.00,42.25,96,58,13.31,1.92,13.87,4.55,0.18,OFF
1441,53.777,6996,165,4,181,0,4082,0,0.47,0.18,1.00,56.75,44.00,42.25,96,58,15.14,2.69,13.87,4.55,0.18,OFF
1442,53.811,6818,165,4,181,0,4082,0,0.47,0.18,1.00,56.75,44.00,41.50,97,58,17.30,3.84,13.87,4.57,0.18,OFF
1443,53.841,6720,167,4,181,0,4082,0,0.47,0.18,1.00,56.50,44.00,41.50,97,58,17.30,3.88,13.77,4.57,0.18,OFF
1444,53.872,6533,167,4,181,0,4082,0,0.47,0.18,1.00,56.50,44.00,41.50,97,58,17.30,3.88,13.77,4.57,0.18,OFF
1445,53.921,6270,167,4,181,0,4082,0,0.47,0.17,1.00,53.75,44.00,41.50,97,58,17.30,3.88,13.87,4.55,0.18,OFF
1446,53.952,6188,167,4,165,0,4082,0,0.47,0.17,1.00,53.50,44.00,41.50,97,58,17.30,3.88,13.87,4.55,0.16,OFF
1447,54,6167,167,4,165,0,4082,0,0.47,0.17,1.00,53.50,44.00,41.50,97,58,17.30,3.88,13.77,4.57,0.16,OFF
1448,54.034,5896,167,4,165,0,4082,0,0.47,0.17,1.00,53.00,44.00,41.50,97,58,16.17,3.12,13.77,4.55,0.16,OFF
1449,54.066,5597,167,5,165,0,4082,0,0.47,0.17,1.00,53.25,44.00,41.00,97,58,16.36,3.20,13.87,4.57,0.16,OFF
1450,54.095,5787,162,4,165,0,4082,0,0.47,0.17,1.00,53.25,44.00,41.00,97,58,15.84,2.98,13.87,4.57,0.16,OFF
1451,54.127,5387,163,5,165,0,4082,0,0.47,0.17,1.00,52.75,44.00,41.00,97,58,14.76,2.53,13.87,4.57,0.16,OFF
1452,54.175,5281,159,5,165,0,4082,0,0.47,0.17,1.00,52.50,44.00,41.00,97,58,14.38,2.37,13.77,4.55,0.16,OFF
1453,54.207,5136,160,5,165,0,4082,0,0.47,0.17,1.00,52.50,44.00,41.00,97,58,14.33,2.35,13.77,4.57,0.16,OFF
1454,54.24,5000,161,5,165,0,4082,0,0.47,0.17,1.00,52.50,44.00,41.00,97,58,15.69,2.92,13.87,4.55,0.16,OFF
1455,54.27,4844,163,5,165,0,4082,0,0.47,0.17,1.00,52.25,43.25,40.25,97,58,15.55,2.86,13.87,4.55,0.16,OFF
1456,54.304,4844,163,5,165,0,4082,0,0.47,0.21,1.00,65.75,43.25,40.25,97,58,16.32,3.18,13.87,4.57,0.16,OFF
1457,54.351,4595,160,5,181,0,4082,0,0.47,0.27,1.00,85.25,42.25,39.25,97,58,15.74,2.94,13.77,4.57,0.18,OFF
1458,54.382,4573,162,5,181,0,4082,0,0.47,0.28,1.00,87.50,42.25,39.25,97,58,15.55,2.86,13.77,4.57,0.18,OFF
1459,54.417,4432,164,5,181,0,4082,0,0.47,0.30,1.00,93.00,42.00,39.00,97,58,15.09,2.67,13.87,4.55,0.18,OFF
1460,54.449,4380,163,5,198,0,4082,0,0.47,0.30,1.00,93.00,42.00,39.00,97,58,15.36,2.78,13.87,4.57,0.20,OFF
1461,54.48,4194,164,5,198,0,4082,0,0.47,0.31,1.00,98.75,42.00,39.00,97,58,15.36,2.78,13.87,4.55,0.20,OFF
1462,54.527,4093,164,5,198,0,4082,0,0.47,0.32,1.00,101.00,42.00,39.00,97,58,15.89,3.00,13.87,4.55,0.20,OFF
1463,54.56,4006,164,5,198,0,4082,0,0.47,0.32,1.00,101.25,42.00,39.00,97,58,16.27,3.16,14.06,4.57,0.20,OFF
1464,54.605,3842,161,5,214,0,4082,0,0.47,0.34,1.00,107.75,41.00,37.75,97,57,15.45,2.82,14.06,4.55,0.22,OFF
1465,54.638,3810,158,5,214,0,4082,0,0.47,0.33,1.00,103.50,40.50,37.50,97,57,15.55,2.86,14.06,4.55,0.22,OFF
1466,54.686,3757,155,5,198,0,4082,0,0.47,0.35,1.00,108.25,40.50,37.50,97,57,15.69,2.92,13.87,4.55,0.20,OFF
1467,54.72,3598,157,5,214,0,4082,0,0.47,0.35,1.00,110.75,39.50,36.50,97,58,15.55,2.86,13.87,4.57,0.22,OFF
1468,54.767,3459,159,5,214,0,4082,0,0.47,0.36,1.00,111.00,38.50,35.50,97,58,15.50,2.84,13.87,4.55,0.22,OFF
1469,54.8,3372,156,5,214,0,4082,0,0.47,0.36,1.00,111.25,38.00,35.00,97,58,16.13,3.10,13.87,4.55,0.22,OFF
1470,54.846,3324,157,5,214,0,4082,0,0.47,0.36,1.00,111.25,37.75,34.75,97,58,15.55,2.86,14.06,4.55,0.22,OFF
1471,54.88,3177,157,5,214,0,4082,0,0.47,0.35,1.00,110.75,37.00,34.00,97,58,15.50,2.84,14.06,4.57,0.22,OFF
1472,54.925,3119,156,5,214,0,4082,0,0.47,0.36,1.00,111.00,36.50,33.50,97,58,16.08,3.08,13.87,4.55,0.22,OFF
1473,54.959,3068,157,5,214,0,4082,0,0.47,0.36,1.00,111.50,36.25,33.25,97,58,17.30,3.84,13.87,4.55,0.22,OFF
1474,54.992,2962,154,5,214,0,4082,0,0.47,0.36,1.00,111.50,35.50,32.50,97,58,17.30,3.88,14.06,4.55,0.22,OFF
1475,55.022,2875,154,5,214,0,4082,0,0.47,0.36,1.00,111.25,35.25,32.25,97,57,17.30,3.88,14.06,4.57,0.22,OFF
1476,55.055,2845,150,5,214,0,4082,0,0.47,0.35,1.00,110.50,35.00,32.00,97,57,17.01,3.47,14.06,4.57,0.22,OFF
1477,55.103,2757,151,5,214,0,4082,0,0.47,0.35,1.00,110.00,34.50,31.50,97,58,16.08,3.08,13.87,4.55,0.22,OFF
1478,55.136,2655,152,5,230,0,4082,0,0.47,0.36,1.00,114.00,33.75,30.75,97,58,16.08,3.08,13.87,4.57,0.24,OFF
1479,55.183,2551,153,5,230,0,4082,0,0.47,0.36,1.00,113.75,33.00,30.00,97,58,15.74,2.94,13.77,4.57,0.24,OFF
1480,55.216,2557,154,5,230,0,4082,0,0.47,0.36,1.00,113.75,33.00,30.00,97,58,15.79,2.96,13.77,4.57,0.24,OFF
1481,55.249,2400,152,5,246,0,4082,0,0.47,0.36,1.00,113.50,31.50,28.50,97,58,16.48,3.25,13.96,4.55,0.25,OFF
1482,55.279,2416,154,5,246,0,4082,0,0.47,0.37,1.00,116.25,31.75,28.75,97,58,16.08,3.08,13.96,4.55,0.25,OFF
1483,55.312,2367,154,5,246,0,4082,0,0.47,0.37,1.00,115.75,31.25,28.25,97,58,15.50,2.84,13.96,4.55,0.25,OFF
1484,55.359,2259,149,5,246,0,4082,0,0.47,0.37,1.00,115.00,30.00,27.00,97,58,15.45,2.82,13.96,4.55,0.25,OFF
1485,55.391,2172,150,5,263,0,4082,0,0.47,0.38,1.00,118.25,28.75,25.75,97,58,15.89,3.00,13.96,4.55,0.27,OFF
1486,55.424,2177,145,5,263,0,4082,0,0.47,0.38,1.00,118.00,29.00,26.00,97,58,15.55,2.86,13.96,4.55,0.27,OFF
1487,55.454,2128,146,5,263,0,4082,0,0.47,0.38,1.00,118.25,28.50,25.50,97,58,15.19,2.71,13.96,4.57,0.27,OFF
1488,55.487,2083,146,5,263,0,4082,0,0.47,0.38,1.00,119.00,27.75,24.75,97,58,15.89,3.00,13.87,4.57,0.27,OFF
1489,55.534,2011,148,5,263,0,4082,0,0.47,0.38,1.00,119.25,27.00,24.00,97,58,15.74,2.94,13.87,4.55,0.27,OFF
1490,55.567,2018,148,5,263,0,4082,0,0.47,0.38,1.00,119.25,26.75,24.00,97,58,15.69,2.92,13.87,4.55,0.27,OFF
1491,55.614,1947,149,5,279,0,4082,0,0.47,0.39,1.00,122.25,26.25,23.25,97,58,16.13,3.10,13.87,4.57,0.29,OFF
1492,55.648,1909,148,5,279,0,4082,0,0.47,0.39,1.00,121.75,25.75,22.75,97,58,16.13,3.10,13.67,4.55,0.29,OFF
1493,55.679,1884,149,5,279,0,4082,0,0.47,0.40,1.00,125.25,25.50,22.50,97,58,16.03,3.06,13.67,4.55,0.29,OFF
1494,55.71,1856,150,5,295,0,4082,0,0.47,0.40,1.00,125.00,25.00,22.00,97,58,15.36,2.78,13.67,4.57,0.31,OFF
1495,55.742,1843,149,5,295,0,4082,0,0.47,0.40,1.00,125.00,24.50,21.50,97,58,15.79,2.96,14.06,4.55,0.31,OFF
1496,55.79,1778,147,5,295,0,4082,0,0.47,0.39,1.00,123.50,24.00,21.00,97,58,16.32,3.18,14.06,4.55,0.31,OFF
1497,55.823,1755,146,5,295,0,4082,0,0.47,0.39,1.00,123.50,24.00,20.25,99,58,14.95,2.61,13.87,4.57,0.31,OFF
1498,55.869,1712,147,5,311,0,4082,0,0.47,0.41,1.00,129.75,23.25,19.50,99,58,15.55,2.86,13.87,4.57,0.33,OFF
1499,55.902,1681,147,5,311,0,4082,0,0.47,0.42,1.00,130.25,22.75,19.00,99,58,15.31,2.76,13.77,4.55,0.33,OFF
1500,55.95,1647,144,5,328,0,4082,0,0.47,0.42,1.00,130.50,22.25,18.50,99,58,16.13,3.10,13.77,4.55,0.35,OFF
1501,55.981,1620,141,5,328,0,4082,0,0.47,0.43,1.00,135.25,22.00,18.25,99,58,15.45,2.82,13.77,4.57,0.35,OFF
1502,56.018,1602,143,5,311,0,4082,0,0.47,0.43,1.00,135.25,21.50,17.75,99,58,16.08,3.08,13.77,4.55,0.33,OFF
1503,56.05,1569,144,5,328,0,4082,0,0.47,0.43,1.00,135.25,21.00,17.25,99,58,15.50,2.84,13.87,4.55,0.35,OFF
1504,56.079,1554,143,5,328,0,4082,0,0.47,0.43,1.00,135.25,20.75,17.00,99,58,15.89,3.00,13.87,4.55,0.35,OFF
1505,56.11,1545,142,5,328,0,4082,0,0.47,0.43,1.00,135.25,20.75,17.00,99,58,15.74,2.94,13.87,4.57,0.35,OFF
1506,56.145,1526,144,5,328,0,4082,0,0.47,0.43,1.00,135.25,20.25,16.50,99,58,16.08,3.08,13.77,4.55,0.35,OFF
1507,56.191,1504,142,5,344,0,4082,0,0.47,0.44,1.00,138.75,19.75,16.00,99,58,15.89,3.00,13.77,4.57,0.37,OFF
1508,56.223,1488,144,5,344,0,4082,0,0.47,0.44,1.00,138.50,19.50,15.75,99,58,17.30,3.88,13.77,4.55,0.37,OFF
1509,56.26,1477,138,5,344,0,4082,0,0.47,0.44,1.00,138.50,19.25,15.50,99,58,17.30,3.88,13.77,4.57,0.37,OFF
1510,56.287,1464,141,5,344,0,4082,0,0.47,0.44,1.00,138.00,19.25,15.50,99,58,17.30,3.88,13.58,4.55,0.37,OFF
1511,56.318,1459,140,5,344,0,4082,0,0.47,0.44,1.00,138.50,19.25,15.50,99,58,17.30,3.88,13.58,4.55,0.37,OFF
1512,56.364,1442,143,5,344,0,4082,0,0.47,0.44,1.00,138.00,19.00,15.25,99,58,15.36,2.78,13.58,4.57,0.37,OFF
1513,56.398,1420,144,5,344,0,4082,0,0.47,0.44,1.00,137.75,18.75,15.00,99,58,15.55,2.86,13.77,4.55,0.37,OFF
1514,56.445,1404,140,5,360,0,4082,0,0.47,0.44,1.00,139.50,18.50,14.75,99,58,16.08,3.08,13.77,4.57,0.39,OFF
1515,56.478,1401,139,5,360,0,4082,0,0.47,0.44,1.00,139.50,18.50,14.75,99,58,15.69,2.92,13.77,4.55,0.39,OFF
1516,56.513,1404,138,5,360,0,4082,0,0.47,0.45,1.00,142.50,18.25,14.50,99,58,15.74,2.94,13.77,4.55,0.39,OFF
1517,56.542,1388,136,5,360,0,4082,0,0.47,0.44,1.00,139.00,18.25,14.50,99,58,16.13,3.10,13.96,4.57,0.39,OFF
1518,56.574,1387,136,5,360,0,4082,0,0.47,0.45,1.00,141.25,18.25,14.50,99,58,17.30,3.84,13.96,4.55,0.39,OFF
1519,56.62,1378,134,5,360,0,4082,0,0.47,0.45,1.00,141.25,18.25,14.50,99,58,17.30,3.84,14.06,4.57,0.39,OFF
1520,56.654,1377,138,5,376,0,4082,0,0.47,0.45,1.00,141.25,18.25,14.50,99,58,17.30,3.88,14.06,4.55,0.41,OFF
1521,56.7,1377,138,5,376,0,4082,0,0.47,0.45,1.00,141.25,18.25,14.50,99,58,17.30,3.88,14.06,4.57,0.41,OFF
1522,56.735,1381,139,5,376,0,4082,0,0.47,0.45,1.00,141.25,18.25,14.50,99,58,17.30,3.88,14.06,4.55,0.41,OFF
1523,56.782,1399,139,5,376,0,4082,0,0.47,0.45,1.00,141.50,18.25,14.50,99,58,17.30,3.88,13.67,4.57,0.41,OFF
1524,56.815,1405,137,5,376,0,4082,0,0.47,0.45,1.00,142.75,18.25,14.50,99,58,15.93,3.02,13.67,4.55,0.41,OFF
